port,open,service,banner,duration
8962,False,,,0.074
8963,False,,,0.074
8964,False,,,0.074
8965,False,,,0.076
8966,False,,,0.077
8967,False,,,0.077
8968,False,,,0.076
8969,False,,,0.075
8970,False,,,0.072
8971,False,,,0.072
8972,False,,,0.073
8973,False,,,0.075
8974,False,,,0.074
8975,False,,,0.073
8976,False,,,0.074
8977,False,,,0.074
8978,False,,,0.074
8979,False,,,0.073
8980,False,,,0.06
8981,False,,,0.059
8982,False,,,0.06
8983,False,,,0.06
8984,False,,,0.06
8985,False,,,0.06
8986,False,,,0.06
8987,False,,,0.06
8988,False,,,0.058
8989,False,,,0.059
8990,False,,,0.058
8991,False,,,0.057
8992,False,,,0.058
8993,False,,,0.059
8994,False,,,0.058
8995,False,,,0.058
8996,False,,,0.057
8997,False,,,0.058
8998,False,,,0.058
8999,False,,,0.057
9000,False,,,0.058
